sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty
Esses portefólios são incrivelmente diversificados .	diversificados	4	são	2.0	portefólios	1	{'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'portefólio'}	NOUN	diversificados	4	{'Gender': 'Masc', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'diversificar,diversificado'}	VERB	3	[{'id': 3, 'form': 'são', 'lemma': 'ser', 'upos': 'AUX', 'xpos': 'V', 'feats': {'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}, 'head': 5, 'deprel': 'cop', 'deps': None, 'misc': None}]	{'sent_id': '34315', 'text': 'Esses portefólios são incrivelmente diversificados .', 'treebank': 'UD_Portuguese-CINTIL/pt_cintil-ud-dev.conllu'}	diversificado	PL -> SG	Esses portefólios são incrivelmente	Esses portefólios são incrivelmente diversificado .	[{'id': 3, 'form': 'são', 'lemma': 'ser', 'upos': 'AUX', 'xpos': 'V', 'feats': {'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}, 'head': 5, 'deprel': 'cop', 'deps': None, 'misc': None}]	[]	1	1	0	True	True	False	0.0011173017492032	SP-#	por	PL	SG	SV	ptcp	?
As reflexões sobre esta exposição são determinadas por um índice de optimismo obrigatório .	determinadas	6	são	5.0	reflexões	1	{'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'reflexão'}	NOUN	determinadas	6	{'Gender': 'Fem', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'determinar,determinado'}	VERB	5	[{'id': 4, 'form': 'esta', 'lemma': 'esta', 'upos': 'DET', 'xpos': 'DEM', 'feats': {'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Dem'}, 'head': 5, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 5, 'form': 'exposição', 'lemma': 'exposição', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 2, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': '29293', 'text': 'As reflexões sobre esta exposição são determinadas por um índice de optimismo obrigatório .', 'treebank': 'UD_Portuguese-CINTIL/pt_cintil-ud-train.conllu'}	determinada	PL -> SG	As reflexões sobre esta exposição são	As reflexões sobre esta exposição são determinada por um índice de optimismo obrigatório .	[]	[{'id': 4, 'form': 'esta', 'lemma': 'esta', 'upos': 'DET', 'xpos': 'DEM', 'feats': {'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Dem'}, 'head': 5, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 5, 'form': 'exposição', 'lemma': 'exposição', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 2, 'deprel': 'obl', 'deps': None, 'misc': None}]	2	0	2	True	False	True	0.0098967591270647	SP-#	por	PL	SG	SV	ptcp	?
Os automóveis ficaram destruídos e todos os ocupantes morreram .	destruídos	3			automóveis	1	{'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'automóvel'}	NOUN	destruídos	3	{'Gender': 'Masc', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'destruir,destruído'}	VERB	2	[]	{'sent_id': '9404', 'text': 'Os automóveis ficaram destruídos e todos os ocupantes morreram .', 'treebank': 'UD_Portuguese-CINTIL/pt_cintil-ud-train.conllu'}	destruído	PL -> SG	Os automóveis ficaram	Os automóveis ficaram destruído e todos os ocupantes morreram .	[]	[]	0	0	0	False	False	False	0.0002524428177867	SP-#	por	PL	SG	SV	ptcp	?
Os ganhos de_ o Nasdaq foram liderados por_ as suas maiores acções industriais .	liderados	6	foram	5.0	ganhos	1	{'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'ganho'}	NOUN	liderados	6	{'Gender': 'Masc', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'liderar,liderado'}	VERB	5	[{'id': 4, 'form': 'o', 'lemma': 'o', 'upos': 'DET', 'xpos': 'DA', 'feats': {'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 5, 'deprel': 'det', 'deps': None, 'misc': None}]	{'sent_id': '32522', 'text': 'Os ganhos do Nasdaq foram liderados pelas suas maiores acções industriais .', 'treebank': 'UD_Portuguese-CINTIL/pt_cintil-ud-dev.conllu'}	liderado	PL -> SG	Os ganhos de_ o Nasdaq foram	Os ganhos de_ o Nasdaq foram liderado por_ as suas maiores acções industriais .	[]	[{'id': 4, 'form': 'o', 'lemma': 'o', 'upos': 'DET', 'xpos': 'DA', 'feats': {'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 5, 'deprel': 'det', 'deps': None, 'misc': None}]	1	0	1	True	False	True	0.0098967591270647	SP-#	por	PL	SG	SV	ptcp	?
Os circuitos económicos normais continuam paralisados .	paralisados	5			circuitos	1	{'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'circuito'}	NOUN	paralisados	5	{'Gender': 'Masc', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'paralisar,paralisado'}	VERB	4	[{'id': 3, 'form': 'económicos', 'lemma': 'económico', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': {'Gender': 'Masc', 'Number': 'Plur'}, 'head': 2, 'deprel': 'amod', 'deps': None, 'misc': None}, {'id': 4, 'form': 'normais', 'lemma': 'normal', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': {'Gender': 'Masc', 'Number': 'Plur'}, 'head': 2, 'deprel': 'amod', 'deps': None, 'misc': None}]	{'sent_id': '4458', 'text': 'Os circuitos económicos normais continuam paralisados .', 'treebank': 'UD_Portuguese-CINTIL/pt_cintil-ud-train.conllu'}	paralisado	PL -> SG	Os circuitos económicos normais continuam	Os circuitos económicos normais continuam paralisado .	[{'id': 3, 'form': 'económicos', 'lemma': 'económico', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': {'Gender': 'Masc', 'Number': 'Plur'}, 'head': 2, 'deprel': 'amod', 'deps': None, 'misc': None}, {'id': 4, 'form': 'normais', 'lemma': 'normal', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': {'Gender': 'Masc', 'Number': 'Plur'}, 'head': 2, 'deprel': 'amod', 'deps': None, 'misc': None}]	[]	2	2	0	True	True	False	0.0025190075800219	SP-#	por	PL	SG	SV	ptcp	?
Wayne Barker, cineasta arborígene de a Austrália, fez a apologia de uma cultura viva, «que conserve a herança de os nossos pais mas com os olhos postos em o futuro».	postos	30			olhos	29	{'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'olho'}	NOUN	postos	30	{'Gender': 'Masc', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'pôr'}	VERB	1	[]	{'newdoc_id': 'CP763', 'text': 'Wayne Barker, cineasta arborígene da Austrália, fez a apologia duma cultura viva, «que conserve a herança dos nossos pais mas com os olhos postos no futuro».', 'sent_id': 'CP763-1', 'source': 'CETEMPúblico n=763 sec=clt sem=97b', 'treebank': 'UD_Portuguese-Bosque/pt_bosque-ud-test.conllu'}	posto	PL -> SG	Wayne Barker, cineasta arborígene de a Austrália, fez a apologia de uma cultura viva, «que conserve a herança de os nossos pais mas com os olhos	Wayne Barker, cineasta arborígene de a Austrália, fez a apologia de uma cultura viva, «que conserve a herança de os nossos pais mas com os olhos posto em o futuro».	[]	[]	0	0	0	False	False	False	0.0013139972310438	SP-#	por	PL	SG	SV	ptcp	?
Mas muitos de eles foram, também, revitalizados com sucesso.	revitalizados	8	foram	4.0	muitos	1	{'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Ind', 'lemma': 'muito'}	PRON	revitalizados	8	{'Gender': 'Masc', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'revitalizar'}	VERB	7	[{'id': 4, 'form': 'eles', 'lemma': 'ele', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs'}, 'head': 2, 'deprel': 'nmod', 'deps': [('nmod:de', 2)], 'misc': None}, {'id': 5, 'form': 'foram', 'lemma': 'ser', 'upos': 'AUX', 'xpos': None, 'feats': {'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}, 'head': 9, 'deprel': 'aux', 'deps': [('aux', 9)], 'misc': {'SpaceAfter': 'No'}}]	{'sent_id': 'FOLHA_DOC000072_SENT003', 'text': 'Mas muitos deles foram, também, revitalizados com sucesso.', 'treebank': 'UD_Portuguese-Porttinari/pt_porttinari-ud-train.conllu'}	revitalizado	PL -> SG	Mas muitos de eles foram, também,	Mas muitos de eles foram, também, revitalizado com sucesso.	[{'id': 4, 'form': 'eles', 'lemma': 'ele', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs'}, 'head': 2, 'deprel': 'nmod', 'deps': [('nmod:de', 2)], 'misc': None}, {'id': 5, 'form': 'foram', 'lemma': 'ser', 'upos': 'AUX', 'xpos': None, 'feats': {'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}, 'head': 9, 'deprel': 'aux', 'deps': [('aux', 9)], 'misc': {'SpaceAfter': 'No'}}]	[]	2	2	0	True	True	False	0.0065974008048194	SP-#	por	PL	SG	SV	ptcp	?
As argolas foram compradas em_ uma loja de Lisboa .	compradas	3	foram	2.0	argolas	1	{'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'argola'}	NOUN	compradas	3	{'Gender': 'Fem', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'comprar,comprado'}	VERB	2	[]	{'sent_id': '20460', 'text': 'As argolas foram compradas numa loja de Lisboa .', 'treebank': 'UD_Portuguese-CINTIL/pt_cintil-ud-train.conllu'}	comprada	PL -> SG	As argolas foram	As argolas foram comprada em_ uma loja de Lisboa .	[]	[]	0	0	0	False	False	False	0.0001262214088933	SP-#	por	PL	SG	SV	ptcp	?
As unidades mais antigas , de velocidade simples , ficaram , desde aí , esquecidas em_ as prateleiras .	esquecidas	14			unidades	1	{'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'unidade'}	NOUN	esquecidas	14	{'Gender': 'Fem', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'esquecer,esquecido'}	VERB	13	[{'id': 4, 'form': 'antigas', 'lemma': 'antigo', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': {'Gender': 'Fem', 'Number': 'Plur'}, 'head': 2, 'deprel': 'amod', 'deps': None, 'misc': None}, {'id': 7, 'form': 'velocidade', 'lemma': 'velocidade', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 2, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 8, 'form': 'simples', 'lemma': 'simples', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 7, 'deprel': 'amod', 'deps': None, 'misc': None}, {'id': 10, 'form': 'ficaram', 'lemma': 'ficar', 'upos': 'VERB', 'xpos': 'V', 'feats': {'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}, 'head': 15, 'deprel': 'dep', 'deps': None, 'misc': None}]	{'sent_id': '10124', 'text': 'As unidades mais antigas , de velocidade simples , ficaram , desde aí , esquecidas nas prateleiras .', 'treebank': 'UD_Portuguese-CINTIL/pt_cintil-ud-train.conllu'}	esquecida	PL -> SG	As unidades mais antigas , de velocidade simples , ficaram , desde aí ,	As unidades mais antigas , de velocidade simples , ficaram , desde aí , esquecida em_ as prateleiras .	[{'id': 4, 'form': 'antigas', 'lemma': 'antigo', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': {'Gender': 'Fem', 'Number': 'Plur'}, 'head': 2, 'deprel': 'amod', 'deps': None, 'misc': None}, {'id': 10, 'form': 'ficaram', 'lemma': 'ficar', 'upos': 'VERB', 'xpos': 'V', 'feats': {'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}, 'head': 15, 'deprel': 'dep', 'deps': None, 'misc': None}]	[{'id': 7, 'form': 'velocidade', 'lemma': 'velocidade', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 2, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 8, 'form': 'simples', 'lemma': 'simples', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 7, 'deprel': 'amod', 'deps': None, 'misc': None}]	4	2	2	True	False	False	0.0084855210796953	SP-#	por	PL	SG	SV	ptcp	?
Banhos de São Paulo cedidos por 30 anos	cedidos	4			Banhos	0	{'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'banho'}	NOUN	cedidos	4	{'Gender': 'Masc', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'ceder,cedido'}	VERB	4	[{'id': 3, 'form': 'São', 'lemma': 'são', 'upos': 'NOUN', 'xpos': 'STT', 'feats': {'Gender': 'Masc', 'Number': 'Sing'}, 'head': 1, 'deprel': 'flat', 'deps': None, 'misc': None}]	{'sent_id': '23241', 'text': 'Banhos de São Paulo cedidos por 30 anos', 'treebank': 'UD_Portuguese-CINTIL/pt_cintil-ud-train.conllu'}	cedido	PL -> SG	Banhos de São Paulo	Banhos de São Paulo cedido por 30 anos	[]	[{'id': 3, 'form': 'São', 'lemma': 'são', 'upos': 'NOUN', 'xpos': 'STT', 'feats': {'Gender': 'Masc', 'Number': 'Sing'}, 'head': 1, 'deprel': 'flat', 'deps': None, 'misc': None}]	1	0	1	True	False	True	0.0075575251515766	SP-#	por	PL	SG	SV	ptcp	?
Os eixos representando os depocentros estão delineados em o mapa de interpretação (anexo 1) que será descrito em detalhe em o próximo capitulo sobre integração de os resultados (capitulo 7).	delineados	6	estão	5.0	eixos	1	{'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'eixo'}	NOUN	delineados	6	{'Gender': 'Masc', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'delinear'}	VERB	5	[{'id': 4, 'form': 'os', 'lemma': 'o', 'upos': 'DET', 'xpos': None, 'feats': {'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Art'}, 'head': 5, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 5, 'form': 'depocentros', 'lemma': 'depocentro', 'upos': 'NOUN', 'xpos': None, 'feats': {'Gender': 'Masc', 'Number': 'Plur'}, 'head': 3, 'deprel': 'obj', 'deps': None, 'misc': None}]	{'text': 'Os eixos representando os depocentros estão delineados no mapa de interpretação (anexo 1) que será descrito em detalhe no próximo capitulo sobre integração dos resultados (capitulo 7).', 'sent_id': '20-20140904-TESEDSC_0-744', 'treebank': 'UD_Portuguese-PetroGold/pt_petrogold-ud-train.conllu'}	delineado	PL -> SG	Os eixos representando os depocentros estão	Os eixos representando os depocentros estão delineado em o mapa de interpretação (anexo 1) que será descrito em detalhe em o próximo capitulo sobre integração de os resultados (capitulo 7).	[{'id': 4, 'form': 'os', 'lemma': 'o', 'upos': 'DET', 'xpos': None, 'feats': {'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Art'}, 'head': 5, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 5, 'form': 'depocentros', 'lemma': 'depocentro', 'upos': 'NOUN', 'xpos': None, 'feats': {'Gender': 'Masc', 'Number': 'Plur'}, 'head': 3, 'deprel': 'obj', 'deps': None, 'misc': None}]	[]	2	2	0	True	True	False	0.0032987004024097	SP-#	por	PL	SG	SV	ptcp	?
Amostras de_ os fósseis foram enviadas para França .	enviadas	5	foram	4.0	Amostras	0	{'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'amostra'}	NOUN	enviadas	5	{'Gender': 'Fem', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'enviar,enviado'}	VERB	5	[{'id': 3, 'form': 'os', 'lemma': 'os', 'upos': 'DET', 'xpos': 'DA', 'feats': {'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Art'}, 'head': 4, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 4, 'form': 'fósseis', 'lemma': 'fóssil', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Masc', 'Number': 'Plur'}, 'head': 1, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': '5278', 'text': 'Amostras dos fósseis foram enviadas para França .', 'treebank': 'UD_Portuguese-CINTIL/pt_cintil-ud-train.conllu'}	enviada	PL -> SG	Amostras de_ os fósseis foram	Amostras de_ os fósseis foram enviada para França .	[{'id': 3, 'form': 'os', 'lemma': 'os', 'upos': 'DET', 'xpos': 'DA', 'feats': {'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Art'}, 'head': 4, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 4, 'form': 'fósseis', 'lemma': 'fóssil', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Masc', 'Number': 'Plur'}, 'head': 1, 'deprel': 'obl', 'deps': None, 'misc': None}]	[]	2	2	0	True	True	False	0.0016493502012048	SP-#	por	PL	SG	SV	ptcp	?
As principais limitações a a exploração de o pré-sal estão relacionadas a a grande distância de a costa e profundidade de estas reservas.	relacionadas	10	estão	9.0	limitações	2	{'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'limitação'}	NOUN	relacionadas	10	{'Gender': 'Fem', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'relacionar'}	VERB	8	[{'id': 5, 'form': 'a', 'lemma': 'o', 'upos': 'DET', 'xpos': None, 'feats': {'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 6, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 6, 'form': 'exploração', 'lemma': 'exploração', 'upos': 'NOUN', 'xpos': None, 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 3, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 8, 'form': 'o', 'lemma': 'o', 'upos': 'DET', 'xpos': None, 'feats': {'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 9, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 9, 'form': 'pré-sal', 'lemma': 'pré-sal', 'upos': 'NOUN', 'xpos': None, 'feats': {'Gender': 'Masc', 'Number': 'Sing'}, 'head': 6, 'deprel': 'nmod', 'deps': None, 'misc': None}]	{'text': 'As principais limitações à exploração do pré-sal estão relacionadas à grande distância da costa e profundidade destas reservas.', 'sent_id': '334-20150521-MONOGRAFIA_0-739', 'treebank': 'UD_Portuguese-PetroGold/pt_petrogold-ud-train.conllu'}	relacionada	PL -> SG	As principais limitações a a exploração de o pré-sal estão	As principais limitações a a exploração de o pré-sal estão relacionada a a grande distância de a costa e profundidade de estas reservas.	[]	[{'id': 5, 'form': 'a', 'lemma': 'o', 'upos': 'DET', 'xpos': None, 'feats': {'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 6, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 6, 'form': 'exploração', 'lemma': 'exploração', 'upos': 'NOUN', 'xpos': None, 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 3, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 8, 'form': 'o', 'lemma': 'o', 'upos': 'DET', 'xpos': None, 'feats': {'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 9, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 9, 'form': 'pré-sal', 'lemma': 'pré-sal', 'upos': 'NOUN', 'xpos': None, 'feats': {'Gender': 'Masc', 'Number': 'Sing'}, 'head': 6, 'deprel': 'nmod', 'deps': None, 'misc': None}]	4	0	4	True	False	True	0.0244508166668657	SP-#	por	PL	SG	SV	ptcp	?
Contudo , as oficinas de reparação não estão unidas .	unidas	8	estão	7.0	oficinas	3	{'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'oficina'}	NOUN	unidas	8	{'Gender': 'Fem', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'unir,unido'}	VERB	5	[{'id': 6, 'form': 'reparação', 'lemma': 'reparação', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 4, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': '35119', 'text': 'Contudo , as oficinas de reparação não estão unidas .', 'treebank': 'UD_Portuguese-CINTIL/pt_cintil-ud-test.conllu'}	unida	PL -> SG	Contudo , as oficinas de reparação não estão	Contudo , as oficinas de reparação não estão unida .	[]	[{'id': 6, 'form': 'reparação', 'lemma': 'reparação', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 4, 'deprel': 'obl', 'deps': None, 'misc': None}]	1	0	1	True	False	True	0.0098967591270647	SP-#	por	PL	SG	SV	ptcp	?
Estas 24 imagens de_ o asteróide Vesta foram obtidas por_ o telescópio espacial Hubble e foram ontem divulgadas por_ a NASA .	obtidas	8	foram	7.0	imagens	2	{'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'imagem'}	NOUN	obtidas	8	{'Gender': 'Fem', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'obter,obtido'}	VERB	6	[{'id': 5, 'form': 'o', 'lemma': 'o', 'upos': 'DET', 'xpos': 'DA', 'feats': {'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 6, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 6, 'form': 'asteróide', 'lemma': 'asteróide', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Masc', 'Number': 'Sing'}, 'head': 3, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': '14094', 'text': 'Estas 24 imagens do asteróide Vesta foram obtidas pelo telescópio espacial Hubble e foram ontem divulgadas pela NASA .', 'treebank': 'UD_Portuguese-CINTIL/pt_cintil-ud-train.conllu'}	obtida	PL -> SG	Estas 24 imagens de_ o asteróide Vesta foram	Estas 24 imagens de_ o asteróide Vesta foram obtida por_ o telescópio espacial Hubble e foram ontem divulgadas por_ a NASA .	[]	[{'id': 5, 'form': 'o', 'lemma': 'o', 'upos': 'DET', 'xpos': 'DA', 'feats': {'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 6, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 6, 'form': 'asteróide', 'lemma': 'asteróide', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Masc', 'Number': 'Sing'}, 'head': 3, 'deprel': 'obl', 'deps': None, 'misc': None}]	2	0	2	True	False	True	0.0036461744152343	SP-#	por	PL	SG	SV	ptcp	?
Posições de reserva são assumidas sobre a atenuação de_ as assimetrias regionais e a protecção ambiental .	assumidas	4	são	3.0	Posições	0	{'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'posição'}	NOUN	assumidas	4	{'Gender': 'Fem', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'assumir,assumido'}	VERB	4	[{'id': 3, 'form': 'reserva', 'lemma': 'reserva', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 1, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': '16491', 'text': 'Posições de reserva são assumidas sobre a atenuação das assimetrias regionais e a protecção ambiental .', 'treebank': 'UD_Portuguese-CINTIL/pt_cintil-ud-train.conllu'}	assumida	PL -> SG	Posições de reserva são	Posições de reserva são assumida sobre a atenuação de_ as assimetrias regionais e a protecção ambiental .	[]	[{'id': 3, 'form': 'reserva', 'lemma': 'reserva', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 1, 'deprel': 'obl', 'deps': None, 'misc': None}]	1	0	1	True	False	True	0.0075575251515766	SP-#	por	PL	SG	SV	ptcp	?
A gestão controlada terminou em Outubro passado , sem que os problemas de_ a empresa fossem solucionados .	solucionados	16	fossem	15.0	problemas	11	{'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'problema'}	NOUN	solucionados	16	{'Gender': 'Masc', 'Number': 'Plur', 'VerbForm': 'Part', 'lemma': 'solucionar,solucionado'}	VERB	5	[{'id': 14, 'form': 'a', 'lemma': 'a', 'upos': 'DET', 'xpos': 'DA', 'feats': {'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 15, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 15, 'form': 'empresa', 'lemma': 'empresa', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': '11549', 'text': 'A gestão controlada terminou em Outubro passado , sem que os problemas da empresa fossem solucionados .', 'treebank': 'UD_Portuguese-CINTIL/pt_cintil-ud-train.conllu'}	solucionado	PL -> SG	A gestão controlada terminou em Outubro passado , sem que os problemas de_ a empresa fossem	A gestão controlada terminou em Outubro passado , sem que os problemas de_ a empresa fossem solucionado .	[]	[{'id': 14, 'form': 'a', 'lemma': 'a', 'upos': 'DET', 'xpos': 'DA', 'feats': {'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 15, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 15, 'form': 'empresa', 'lemma': 'empresa', 'upos': 'NOUN', 'xpos': 'CN', 'feats': {'Gender': 'Fem', 'Number': 'Sing'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}]	2	0	2	True	False	True	0.0032989197090215	SP-#	por	PL	SG	SV	ptcp	?
