sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty
Это может случиться в любую минуту, если мы наконец не обратим серьезного внимания на белорусский город Солигорск.	обратим	11			мы	8	{'Case': 'Nom', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs', 'lemma': 'мы'}	PRON	обратим	11	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Fut', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'обратить'}	VERB	3	[]	{'sent_id': 'uppsalaKorp_220.xml_218', 'text': 'Это может случиться в любую минуту, если мы наконец не обратим серьезного внимания на белорусский город Солигорск.', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-dev.conllu'}	обратите	1 -> 2	Это может случиться в любую минуту, если мы наконец не	Это может случиться в любую минуту, если мы наконец не обратите серьезного внимания на белорусский город Солигорск.	[]	[]	0	0	0	False	False	False	4.86299234965313e-07	SV-P	rus	1	2	SV	verb	+
Я каждый день бываю в управлении, мы сознаем свою ответственность при царящей на дороге разрухе.	бываю	3			Я	0	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'я'}	PRON	бываю	3	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'бывать'}	VERB	3	[]	{'sent_id': '2015iz_predanii.xml_141', 'text': 'Я каждый день бываю в управлении, мы сознаем свою ответственность при царящей на дороге разрухе.', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}	бываешь	1 -> 2	Я каждый день	Я каждый день бываешь в управлении, мы сознаем свою ответственность при царящей на дороге разрухе.	[]	[]	0	0	0	False	False	False	6.22304874662929e-07	SV-P	rus	1	2	SV	verb	+
- Вот, например, если ты будешь приходить в четыре часа, я уже с трех часов почувствую себя счастливым.	почувствую	18			я	13	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'lemma': 'я'}	PRON	почувствую	18	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Fut', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'почувствовать'}	VERB	5	[]	{'sent_id': '2020_Corpus2_0Malenkii_prints.xml_1137', 'genre': 'fiction', 'text': '- Вот, например, если ты будешь приходить в четыре часа, я уже с трех часов почувствую себя счастливым.', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}	почувствуешь	1 -> 2	- Вот, например, если ты будешь приходить в четыре часа, я уже с трех часов	- Вот, например, если ты будешь приходить в четыре часа, я уже с трех часов почувствуешь себя счастливым.	[]	[]	0	0	0	False	False	False	1.895080840753028e-06	SV-P	rus	1	2	SV	verb	+
Постарайтесь отыскать на небе планеты, что видны сейчас рядом с Солнцем, и потому ночью мы их не видим.	видим	19			мы	16	{'Case': 'Nom', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs', 'lemma': 'мы'}	PRON	видим	19	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'видеть'}	VERB	3	[{'id': 18, 'form': 'их', 'lemma': 'они', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs'}, 'head': 20, 'deprel': 'obl', 'deps': [('obl:gen', 20)], 'misc': None}]	{'sent_id': '2006V_pogone.xml_149', 'text': 'Постарайтесь отыскать на небе планеты, что видны сейчас рядом с Солнцем, и потому ночью мы их не видим.', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}	видите	1 -> 2	Постарайтесь отыскать на небе планеты, что видны сейчас рядом с Солнцем, и потому ночью мы их не	Постарайтесь отыскать на небе планеты, что видны сейчас рядом с Солнцем, и потому ночью мы их не видите.	[]	[{'id': 18, 'form': 'их', 'lemma': 'они', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs'}, 'head': 20, 'deprel': 'obl', 'deps': [('obl:gen', 20)], 'misc': None}]	1	0	1	True	False	True	2.0733928997248e-05	SV-P	rus	1	2	SV	verb	+
"А Путин опубликовал статью, где вместо политической реформы предлагает, как я это формулирую: ""усовершенствовать процесс подачи челобитных""."	формулирую	14			я	12	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'я'}	PRON	формулирую	14	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'формулировать'}	VERB	2	[]	"{'sent_id': '2012Putin_vzyal_kurs_na_agressivnoe_uderzhanie_status-kvo.xml_90', 'text': 'А Путин опубликовал статью, где вместо политической реформы предлагает, как я это формулирую: ""усовершенствовать процесс подачи челобитных"".', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}"	формулируешь	1 -> 2	А Путин опубликовал статью, где вместо политической реформы предлагает, как я это	"А Путин опубликовал статью, где вместо политической реформы предлагает, как я это формулируешь: ""усовершенствовать процесс подачи челобитных""."	[]	[]	0	0	0	False	False	False	1.7171243202869285e-07	SV-P	rus	1	2	SV	verb	+
"Сегодня с парнем сидели дурачились, дразнили друг друга как-то по-детски и он сказал ""за это я тебя и люблю""."	люблю	20			я	17	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'я'}	PRON	люблю	20	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'любить'}	VERB	3	[{'id': 19, 'form': 'тебя', 'lemma': 'ты', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Sing', 'Person': '2', 'PronType': 'Prs'}, 'head': 21, 'deprel': 'obj', 'deps': None, 'misc': None}]	"{'newdoc_id': 'https://otvet.mail.ru/question/222209642', 'title': 'Как вы думаете?', 'author': 'Оксана Макарова', 'newpar': None, 'sent_id': 'otvet.mail.ru-question-222209642-1', 'genre': 'QA-love-question', 'text': 'Сегодня с парнем сидели дурачились, дразнили друг друга как-то по-детски и он сказал ""за это я тебя и люблю"".', 'treebank': 'UD_Russian-Taiga/ru_taiga-ud-train.conllu'}"	любишь	1 -> 2	"Сегодня с парнем сидели дурачились, дразнили друг друга как-то по-детски и он сказал ""за это я тебя и"	"Сегодня с парнем сидели дурачились, дразнили друг друга как-то по-детски и он сказал ""за это я тебя и любишь""."	[]	[{'id': 19, 'form': 'тебя', 'lemma': 'ты', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Sing', 'Person': '2', 'PronType': 'Prs'}, 'head': 21, 'deprel': 'obj', 'deps': None, 'misc': None}]	1	0	1	True	False	True	2.6038726788565183e-05	SV-P	rus	1	2	SV	verb	+
Я не возьму на себя смелость утверждать, что если мы выйдем из нынешнего кризиса, то навсегда избавимся от опасности бюрократизации!	возьму	2			Я	0	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'я'}	PRON	возьму	2	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Fut', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'брать'}	VERB	2	[]	{'sent_id': 'uppsalaKorp_707.xml_30', 'text': 'Я не возьму на себя смелость утверждать, что если мы выйдем из нынешнего кризиса, то навсегда избавимся от опасности бюрократизации!', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}	возьмешь	1 -> 2	Я не	Я не возьмешь на себя смелость утверждать, что если мы выйдем из нынешнего кризиса, то навсегда избавимся от опасности бюрократизации!	[]	[]	0	0	0	False	False	False	2.624547741576768e-07	SV-P	rus	1	2	SV	verb	+
мы подумав будто трупы показали небу крупы море время сон одно скажем падая на дно	скажем	11			мы	0	{'Case': 'Nom', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs', 'lemma': 'мы'}	PRON	скажем	11	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Fut', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'сказать'}	VERB	11	[]	{'sent_id': 'poetry-rnc-abstract-357', 'genre': 'poetry', 'text': 'мы подумав будто трупы показали небу крупы море время сон одно скажем падая на дно', 'treebank': 'UD_Russian-Taiga/ru_taiga-ud-train.conllu'}	скажете	1 -> 2	мы подумав будто трупы показали небу крупы море время сон одно	мы подумав будто трупы показали небу крупы море время сон одно скажете падая на дно	[]	[]	0	0	0	False	False	False	6.224630207556007e-06	SV-P	rus	1	2	SV	verb	+
Хотя в ее смерти как будто бы меня обвинить нельзя, все же я вины с себя не снимаю.	снимаю	18			я	13	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'я'}	PRON	снимаю	18	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'снимать'}	VERB	5	[]	{'sent_id': 'uppsalaGrekova_3.xml_466', 'text': 'Хотя в ее смерти как будто бы меня обвинить нельзя, все же я вины с себя не снимаю.', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}	снимаешь	1 -> 2	Хотя в ее смерти как будто бы меня обвинить нельзя, все же я вины с себя не	Хотя в ее смерти как будто бы меня обвинить нельзя, все же я вины с себя не снимаешь.	[]	[]	0	0	0	False	False	False	3.790161681506056e-07	SV-P	rus	1	2	SV	verb	+
Мы со старшим сыном регулярно туда ходим.	ходим	6			Мы	0	{'Case': 'Nom', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs', 'lemma': 'мы'}	PRON	ходим	6	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'ходить'}	VERB	6	[]	{'sent_id': 'yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-371-2476', 'genre': 'review', 'text': 'Мы со старшим сыном регулярно туда ходим.', 'treebank': 'UD_Russian-Taiga/ru_taiga-ud-train.conllu'}	ходите	1 -> 2	Мы со старшим сыном регулярно туда	Мы со старшим сыном регулярно туда ходите.	[]	[]	0	0	0	False	False	False	2.874873223794939e-06	SV-P	rus	1	2	SV	verb	+
Я в деревне жила, я их насквозь вижу!	вижу	8			я	5	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'я'}	PRON	вижу	8	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'видеть'}	VERB	3	[{'id': 7, 'form': 'их', 'lemma': 'они', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs'}, 'head': 9, 'deprel': 'obj', 'deps': [('obj', 9)], 'misc': None}]	{'sent_id': '2005Mamleev_svadba.xml_149', 'text': 'Я в деревне жила, я их насквозь вижу!', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}	видишь	1 -> 2	Я в деревне жила, я их насквозь	Я в деревне жила, я их насквозь видишь!	[]	[{'id': 7, 'form': 'их', 'lemma': 'они', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs'}, 'head': 9, 'deprel': 'obj', 'deps': [('obj', 9)], 'misc': None}]	1	0	1	True	False	True	1.735915119237679e-05	SV-P	rus	1	2	SV	verb	+
Я тяну, я на разные лады пою это свистящее, зевающее, это лениво мяукающее слово: Силламяэ.	пою	7			я	3	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'lemma': 'я'}	PRON	пою	7	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'петь'}	VERB	4	[]	{'sent_id': '2020_Corpus2_0Khochu_byt_negrom.xml_266', 'genre': 'fiction', 'text': 'Я тяну, я на разные лады пою это свистящее, зевающее, это лениво мяукающее слово: Силламяэ.', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-dev.conllu'}	поешь	1 -> 2	Я тяну, я на разные лады	Я тяну, я на разные лады поешь это свистящее, зевающее, это лениво мяукающее слово: Силламяэ.	[]	[]	0	0	0	False	False	False	2.505515534649436e-07	SV-P	rus	1	2	SV	verb	+
Неужели, неужели я никогда больше не услышу, как он смеется?	услышу	7			я	3	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'lemma': 'я'}	PRON	услышу	7	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Fut', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'услышать'}	VERB	4	[]	{'sent_id': '2020_Corpus2_0Malenkii_prints.xml_1412', 'genre': 'fiction', 'text': 'Неужели, неужели я никогда больше не услышу, как он смеется?', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}	услышишь	1 -> 2	Неужели, неужели я никогда больше не	Неужели, неужели я никогда больше не услышишь, как он смеется?	[]	[]	0	0	0	False	False	False	1.0022062138597743e-06	SV-P	rus	1	2	SV	verb	+
Остальное я закуплю на рынке, там народ более приветливый и понятливый.	закуплю	2			я	1	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'я'}	PRON	закуплю	2	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Fut', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'закупить'}	VERB	1	[]	{'sent_id': '2007Beg_po_krugu.xml_114', 'text': 'Остальное я закуплю на рынке, там народ более приветливый и понятливый.', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}	закупишь	1 -> 2	Остальное я	Остальное я закупишь на рынке, там народ более приветливый и понятливый.	[]	[]	0	0	0	False	False	False	6.728821577883573e-08	SV-P	rus	1	2	SV	verb	+
Но ведь и мы кое-что можем?	можем	5			мы	3	{'Case': 'Nom', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs', 'lemma': 'мы'}	PRON	можем	5	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'мочь'}	VERB	2	[]	{'sent_id': '2003Artist_mimansa.xml_515', 'text': 'Но ведь и мы кое-что можем?', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-test.conllu'}	можете	1 -> 2	Но ведь и мы кое-что	Но ведь и мы кое-что можете?	[]	[]	0	0	0	False	False	False	1.7234865525607427e-09	SV-P	rus	1	2	SV	verb	+
Сейчас этого корма я в своем городе не наблюдаю и хочу порадовать своих крыс сушёной ромашкой.	наблюдаю	8			я	3	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'я'}	PRON	наблюдаю	8	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'наблюдать'}	VERB	5	[]	{'sent_id': 'otvet.mail.ru-question-222194522-3', 'genre': 'QA-animals_plants-question', 'text': 'Сейчас этого корма я в своем городе не наблюдаю и хочу порадовать своих крыс сушёной ромашкой.', 'treebank': 'UD_Russian-Taiga/ru_taiga-ud-train.conllu'}	наблюдаешь	1 -> 2	Сейчас этого корма я в своем городе не	Сейчас этого корма я в своем городе не наблюдаешь и хочу порадовать своих крыс сушёной ромашкой.	[]	[]	0	0	0	False	False	False	9.47540420376514e-07	SV-P	rus	1	2	SV	verb	+
А к прогнозам я, конечно, вернусь.	вернусь	7			я	3	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'я'}	PRON	вернусь	7	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Fut', 'VerbForm': 'Fin', 'Voice': 'Mid', 'lemma': 'вернуться'}	VERB	4	[]	{'sent_id': '2009Tranzit_18.xml_5', 'text': 'А к прогнозам я, конечно, вернусь.', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}	вернешься	1 -> 2	А к прогнозам я, конечно,	А к прогнозам я, конечно, вернешься.	[]	[]	0	0	0	False	False	False	2.505515534649436e-07	SV-P	rus	1	2	SV	verb	+
"""Мы живем в рамках той Конституции, в которой предусмотрен только один режим - режим президентской власти"", - объяснил поддержку Дмитрия Медведева лидер ЛДПР Владимир Жириновский."	живем	2			Мы	1	{'Case': 'Nom', 'Number': 'Plur', 'Person': '1', 'lemma': 'мы'}	PRON	живем	2	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'жить'}	VERB	1	[]	"{'sent_id': '2019Medvedev_ostanetsya_s_partiei.xml_35', 'genre': 'journalism', 'text': '""Мы живем в рамках той Конституции, в которой предусмотрен только один режим - режим президентской власти"", - объяснил поддержку Дмитрия Медведева лидер ЛДПР Владимир Жириновский.', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}"	живете	1 -> 2	"""Мы"	"""Мы живете в рамках той Конституции, в которой предусмотрен только один режим - режим президентской власти"", - объяснил поддержку Дмитрия Медведева лидер ЛДПР Владимир Жириновский."	[]	[]	0	0	0	False	False	False	7.954089893373438e-09	SV-P	rus	1	2	SV	verb	+
Вот так и мы горим	горим	4			мы	3	{'Case': 'Nom', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs', 'lemma': 'мы'}	PRON	горим	4	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'гореть'}	VERB	1	[]	{'sent_id': 'poetry-rnc-abstract-513', 'genre': 'poetry', 'text': 'Вот так и мы горим', 'treebank': 'UD_Russian-Taiga/ru_taiga-ud-train.conllu'}	горите	1 -> 2	Вот так и мы	Вот так и мы горите	[]	[]	0	0	0	False	False	False	8.036966052364116e-08	SV-P	rus	1	2	SV	verb	+
Мы мыслим эпохами - формациями, сменяющими друг друга, - а значит, любая реальность должна быть закономерным образом заменена чем-то новым.	мыслим	1			Мы	0	{'Case': 'Nom', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs', 'lemma': 'мы'}	PRON	мыслим	1	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'мыслить'}	VERB	1	[]	{'sent_id': '2014Chto_budet_posle.xml_13', 'text': 'Мы мыслим эпохами - формациями, сменяющими друг друга, - а значит, любая реальность должна быть закономерным образом заменена чем-то новым.', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}	мыслите	1 -> 2	Мы	Мы мыслите эпохами - формациями, сменяющими друг друга, - а значит, любая реальность должна быть закономерным образом заменена чем-то новым.	[]	[]	0	0	0	False	False	False	1.1135725850722815e-07	SV-P	rus	1	2	SV	verb	+
И я, проживший этот день в эвакуации в Казани, прекрасно его помню.	помню	13			я	1	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'я'}	PRON	помню	13	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'помнить'}	VERB	12	[]	{'sent_id': '2014Vspolokhi-1.xml_216', 'text': 'И я, проживший этот день в эвакуации в Казани, прекрасно его помню.', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}	помнишь	1 -> 2	И я, проживший этот день в эвакуации в Казани, прекрасно его	И я, проживший этот день в эвакуации в Казани, прекрасно его помнишь.	[]	[]	0	0	0	False	False	False	2.742880164247804e-06	SV-P	rus	1	2	SV	verb	+
По-вашему выходит, если я пожелаю соседу по лестничной площадке сломать шею, то назавтра случится землетрясение?	пожелаю	5			я	4	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'я'}	PRON	пожелаю	5	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Fut', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'желать'}	VERB	1	[]	{'sent_id': '2009Zhivaya_zemlya.xml_48', 'text': 'По-вашему выходит, если я пожелаю соседу по лестничной площадке сломать шею, то назавтра случится землетрясение?', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-train.conllu'}	пожелаешь	1 -> 2	По-вашему выходит, если я	По-вашему выходит, если я пожелаешь соседу по лестничной площадке сломать шею, то назавтра случится землетрясение?	[]	[]	0	0	0	False	False	False	6.728821577883573e-08	SV-P	rus	1	2	SV	verb	+
При смене поколения радикально был переработан дизайн автомобиля.	переработан	5	был	4.0	дизайн	6	{'Animacy': 'Inan', 'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'дизайн'}	NOUN	был	4	{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'быть'}	AUX	-2	[]	{'sent_id': 'train-s2142', 'text': 'При смене поколения радикально был переработан дизайн автомобиля.', 'treebank': 'UD_Russian-GSD/ru_gsd-ud-train.conllu'}	была	MASC -> FEM	При смене поколения радикально	При смене поколения радикально была переработан дизайн автомобиля.	[]	[]	0	0	0	False	False	False	1.0	SV-G	rus	MASC	FEM	VS	aux	+
- Ты что, - сказал я, - негодяй, бегаешь тут с веником и пылищу поднимаешь?	бегаешь	11			Ты	1	{'Case': 'Nom', 'Number': 'Sing', 'Person': '2', 'lemma': 'ты'}	PRON	бегаешь	11	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'бегать'}	VERB	10	[{'id': 7, 'form': 'я', 'lemma': 'я', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'lemma': 'я'}, 'head': 6, 'deprel': 'nsubj', 'deps': [('nsubj', 6)], 'misc': {'SpaceAfter': 'No'}}]	{'sent_id': '2020_RFFIMoskva_2042.xml_224', 'genre': 'fiction', 'text': '- Ты что, - сказал я, - негодяй, бегаешь тут с веником и пылищу поднимаешь?', 'treebank': 'UD_Russian-SynTagRus/ru_syntagrus-ud-test.conllu'}	бегает	2 -> 3	- Ты что, - сказал я, - негодяй,	- Ты что, - сказал я, - негодяй, бегает тут с веником и пылищу поднимаешь?	[]	[{'id': 7, 'form': 'я', 'lemma': 'я', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'lemma': 'я'}, 'head': 6, 'deprel': 'nsubj', 'deps': [('nsubj', 6)], 'misc': {'SpaceAfter': 'No'}}]	1	0	1	True	False	True	0.6695719768617525	SV-P	rus	2	3	SV	verb	+
Ты же их не вышвырнешь, как котят, на промерзший берег реки?!	вышвырнешь	4			Ты	0	{'Case': 'Nom', 'Number': 'Sing', 'Person': '2', 'PronType': 'Prs', 'lemma': 'ты'}	PRON	вышвырнешь	4	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Fut', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'вышвырнуть'}	VERB	4	[{'id': 3, 'form': 'их', 'lemma': 'они', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs'}, 'head': 5, 'deprel': 'obj', 'deps': None, 'misc': None}]	{'sent_id': '2017', 'genre': 'poetry', 'text': 'Ты же их не вышвырнешь, как котят, на промерзший берег реки?!', 'treebank': 'UD_Russian-Taiga/ru_taiga-ud-test.conllu'}	вышвырнет	2 -> 3	Ты же их не	Ты же их не вышвырнет, как котят, на промерзший берег реки?!	[]	[{'id': 3, 'form': 'их', 'lemma': 'они', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs'}, 'head': 5, 'deprel': 'obj', 'deps': None, 'misc': None}]	1	0	1	True	False	True	0.0446381317907835	SV-P	rus	2	3	SV	verb	+
Что Вы его все время стремитесь принизить?..	стремитесь	5			Вы	1	{'Case': 'Nom', 'Number': 'Plur', 'Person': '2', 'PronType': 'Prs', 'lemma': 'вы'}	PRON	стремитесь	5	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Mid', 'lemma': 'стремиться'}	VERB	4	[{'id': 3, 'form': 'его', 'lemma': 'он', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Acc', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs'}, 'head': 7, 'deprel': 'obj', 'deps': None, 'misc': None}]	{'sent_id': 'GramEval2020-test-fiction-74', 'genre': 'fiction', 'text': 'Что Вы его все время стремитесь принизить?..', 'treebank': 'UD_Russian-Taiga/ru_taiga-ud-train.conllu'}	стремятся	2 -> 3	Что Вы его все время	Что Вы его все время стремятся принизить?..	[]	[{'id': 3, 'form': 'его', 'lemma': 'он', 'upos': 'PRON', 'xpos': None, 'feats': {'Case': 'Acc', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs'}, 'head': 7, 'deprel': 'obj', 'deps': None, 'misc': None}]	1	0	1	True	False	True	0.0286666901408701	SV-P	rus	2	3	SV	verb	+
