	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
222	"Paul Craig Roberts, writing for The American Conservative, said in July of 2005 that ""As a result of many years of persistent trade surpluses with the United States, the Japanese government holds dollar reserves of approximately $1 trillion."	holds	35			government	34	{'Number': 'Sing', 'lemma': 'government'}	NOUN	holds	35	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hold'}	VERB	1	[]	"{'sent_id': 'newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0083', 'text': 'Paul Craig Roberts, writing for The American Conservative, said in July of 2005 that ""As a result of many years of persistent trade surpluses with the United States, the Japanese government holds dollar reserves of approximately $1 trillion.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}"	hold	3 -> 1	"Paul Craig Roberts, writing for The American Conservative, said in July of 2005 that ""As a result of many years of persistent trade surpluses with the United States, the Japanese government"	"Paul Craig Roberts, writing for The American Conservative, said in July of 2005 that ""As a result of many years of persistent trade surpluses with the United States, the Japanese government hold dollar reserves of approximately $1 trillion."	[]	[]	0	0	0	False	False	False	1.1385259327654166e-05	SV-P	eng	3	1	SV	verb	+	[-7.925956726074219, -6.471383571624756, -0.12093830108642578, -1.893838882446289, -4.023736953735352, -1.5448246002197266, -2.0099611282348633, -2.234273910522461, -0.8429050445556641, -0.4203834533691406, -4.012918472290039, -2.917548179626465, -5.177367210388184, -2.6585283279418945, -0.4105205535888672, -0.03767204284667969, -0.0002155303955078125, -0.9688434600830078, -2.6050214767456055, -0.9066352844238281, -3.163431167602539, -6.071161270141602, -2.362489700317383, -1.178786277770996, -0.16766929626464844, -6.902726173400879, -0.8777999877929688, -0.08623123168945312, -7.239971160888672, -7.183772087097168, -5.445560455322266, -2.5241594314575195, -1.229884147644043, -1.214350700378418, -0.012454986572265625, -0.30345726013183594, -1.4285993576049805, -3.9224348068237305, -2.9656219482421875, -6.3398542404174805, -6.79044246673584, -2.0400848388671875, -1.7206659317016602, -2.737545967102051, -0.5386066436767578, -1.2692480087280273, -1.624619483947754, -1.1367387771606445]	[-7.925956726074219, -6.471383571624756, -0.12093830108642578, -1.893838882446289, -4.023736953735352, -1.5448246002197266, -2.0099611282348633, -2.234273910522461, -0.8429050445556641, -0.4203834533691406, -4.012918472290039, -2.917548179626465, -5.177367210388184, -2.6585283279418945, -0.4105205535888672, -0.03767204284667969, -0.0002155303955078125, -0.9688434600830078, -2.6050214767456055, -0.9066352844238281, -3.163431167602539, -6.071161270141602, -2.362489700317383, -1.178786277770996, -0.16766929626464844, -6.902726173400879, -0.8777999877929688, -0.08623123168945312, -7.239971160888672, -7.183772087097168, -5.445560455322266, -2.5241594314575195, -1.229884147644043, -1.214350700378418, -0.012454986572265625, -0.30345726013183594, -1.4285993576049805, -3.9224348068237305, -2.9656219482421875, -11.323013305664062, -6.8428826332092285, -1.9356060028076172, -1.6340398788452148, -2.7634010314941406, -0.5668449401855469, -1.2736568450927734, -1.6372499465942383, -1.1853437423706055]	125.66184997558594	130.62608337402344	4.9642333984375
223	This holds up to 30,000 times its mass.	holds	1			This	0	{'Number': 'Sing', 'PronType': 'Dem', 'lemma': 'this'}	PRON	holds	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hold'}	VERB	1	[]	{'sent_id': 'en_partut-ud-878', 'text': 'This holds up to 30,000 times its mass.', 'treebank': 'UD_English-ParTUT/en_partut-ud-dev.conllu'}	hold	3 -> 1	This	This hold up to 30,000 times its mass.	[]	[]	0	0	0	False	False	False	2.846314831913541e-06	SV-P	eng	3	1	SV	verb	+	[-4.5151896476745605, -10.322911262512207, -4.349905967712402, -1.0447196960449219, -0.6275033950805664, -2.0113611221313477, -1.14642333984375, -3.9934473037719727, -0.15465641021728516, -0.00154876708984375, -0.0031671524047851562, -5.304487705230713, -2.662796974182129, -5.963283538818359, -1.273972511291504]	[-4.5151896476745605, -11.752110481262207, -2.760601043701172, -4.201866149902344, -0.9283103942871094, -1.981156349182129, -1.020233154296875, -4.194207191467285, -0.10566234588623047, -0.0013427734375, -0.0054225921630859375, -4.73965311050415, -3.204216957092285, -6.308962821960449, -1.315068244934082]	43.37537384033203	47.03400421142578	3.65863037109375
224	"(The only other choice for the Arabs is to leave their oil in the ground.) """	is	8			choice	4	{'Number': 'Sing', 'lemma': 'choice'}	NOUN	is	8	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	4	[]	"{'sent_id': 'en_lines-ud-test-doc3-4581', 'text': '(The only other choice for the Arabs is to leave their oil in the ground.) ""', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}"	'm	3 -> 1	(The only other choice for the Arabs	"(The only other choice for the Arabs 'm to leave their oil in the ground.) """	[]	[]	0	0	0	False	False	False	3.1173924349529263e-06	SV-P	eng	3	1	SV	verb	+	[-5.6770124435424805, -4.639828681945801, -6.714394569396973, -4.782962799072266, -6.4402947425842285, -2.6861467361450195, -1.9059600830078125, -12.162479400634766, -1.2235603332519531, -1.1071882247924805, -4.068268775939941, -3.4507179260253906, -4.460675239562988, -2.9105358123779297, -0.39877986907958984, -0.7593765258789062, -1.9916067123413086, -6.052011013031006]	[-5.6770124435424805, -4.639828681945801, -6.714394569396973, -4.782962799072266, -6.4402947425842285, -2.6861467361450195, -1.9059600830078125, -12.162479400634766, -10.22901439666748, -6.560797214508057, -6.511662483215332, -4.9210205078125, -2.9315690994262695, -4.981378555297852, -3.1261377334594727, -0.45670318603515625, -0.6014881134033203, -4.0138397216796875, -5.6124653816223145]	71.43180084228516	94.95515441894531	23.523353576660156
225	But the lack of specific guidelines here is particularly to be regretted, as the idea of linking Social Fund assistance to the employment strategy will be put into effect for the first time during the 2000-2006 programme.	is	7			lack	2	{'Number': 'Sing', 'lemma': 'lack'}	NOUN	is	7	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	5	[]	{'sent_id': 'en_partut-ud-331', 'text': 'But the lack of specific guidelines here is particularly to be regretted, as the idea of linking Social Fund assistance to the employment strategy will be put into effect for the first time during the 2000-2006 programme.', 'treebank': 'UD_English-ParTUT/en_partut-ud-test.conllu'}	'm	3 -> 1	But the lack of specific guidelines here	But the lack of specific guidelines here 'm particularly to be regretted, as the idea of linking Social Fund assistance to the employment strategy will be put into effect for the first time during the 2000-2006 programme.	[]	[]	0	0	0	False	False	False	2.267194498147583e-06	SV-P	eng	3	1	SV	verb	+	[-6.472894668579102, -2.536282539367676, -7.044041633605957, -0.022998809814453125, -6.976903915405273, -4.661744117736816, -6.555703163146973, -1.2906866073608398, -5.358574867248535, -9.51937484741211, -1.1190643310546875, -2.9635868072509766, -1.3895235061645508, -1.2616996765136719, -1.6357669830322266, -6.859052658081055, -0.5501079559326172, -6.860140323638916, -8.458645820617676, -5.757946491241455, -5.507760047912598, -0.4215869903564453, -1.9241018295288086, -5.781365394592285, -6.212623596191406, -4.952179908752441, -1.870835304260254, -5.294985771179199, -2.4897775650024414, -1.1838274002075195, -3.340301513671875, -0.3651256561279297, -0.21051692962646484, -0.0063533782958984375, -5.19224739074707, -0.6415557861328125, -2.4496030807495117, -0.03456687927246094, -0.0046024322509765625, -1.7917366027832031, -4.350994110107422, -1.116145133972168, -0.46091270446777344, -0.002330780029296875, -0.03841209411621094, -3.743283271789551, -3.231586456298828, -1.160604476928711]	[-6.472894668579102, -2.536282539367676, -7.044041633605957, -0.022998809814453125, -6.976903915405273, -4.661744117736816, -6.555703163146973, -10.176336288452148, -5.814746856689453, -8.11807918548584, -5.627249240875244, -2.626260757446289, -6.995704174041748, -1.5073871612548828, -1.4461488723754883, -1.7710494995117188, -6.9148335456848145, -0.6121349334716797, -6.969631671905518, -8.436254501342773, -6.821529388427734, -5.849312782287598, -0.505620002746582, -1.8087635040283203, -5.788808822631836, -6.113614082336426, -4.903346061706543, -1.620987892150879, -5.485555648803711, -2.3851327896118164, -1.2715826034545898, -3.6381359100341797, -0.3851919174194336, -0.24405193328857422, -0.01050567626953125, -5.318480491638184, -0.6333780288696289, -2.6787214279174805, -0.07236480712890625, -0.009738922119140625, -1.3650693893432617, -3.748661994934082, -1.4240913391113281, -0.4727916717529297, -0.005367279052734375, -0.03366661071777344, -3.943099021911621, -3.4112987518310547, -1.0911359786987305]	151.0746612548828	172.32640075683594	21.251739501953125
226	This costs absolutely nothing, and will take about one minute of your time.	costs	1			This	0	{'Number': 'Sing', 'PronType': 'Dem', 'lemma': 'this'}	PRON	costs	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'cost'}	VERB	1	[]	{'sent_id': 'newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0003', 'text': 'This costs absolutely nothing, and will take about one minute of your time.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	cost	3 -> 1	This	This cost absolutely nothing, and will take about one minute of your time.	[]	[]	0	0	0	False	False	False	4.554103731061666e-06	SV-P	eng	3	1	SV	verb	+	[-4.5151896476745605, -12.206331253051758, -7.310779571533203, -0.08519554138183594, -1.5702390670776367, -1.3047828674316406, -2.847153663635254, -4.292756080627441, -2.6157703399658203, -3.995311737060547, -0.23897933959960938, -1.9260778427124023, -0.03558540344238281, -0.05982017517089844, -0.3605966567993164]	[-4.5151896476745605, -9.840073585510254, -10.351886749267578, -0.8836698532104492, -1.7796735763549805, -1.4471683502197266, -2.9722414016723633, -4.076330184936523, -2.449220657348633, -4.17498779296875, -0.34586238861083984, -2.1068763732910156, -0.0516510009765625, -0.05742454528808594, -0.3596658706665039]	43.36457061767578	45.411922454833984	2.047351837158203
227	This is because PivotTable views use the Microsoft Office PivotTable Component, and Excel PivotTable reports either do not support certain PivotTable list features, or they implement some features differently.	is	1			This	0	{'Number': 'Sing', 'PronType': 'Dem', 'lemma': 'this'}	PRON	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	1	[]	{'sent_id': 'en_lines-ud-train-doc1-199', 'text': 'This is because PivotTable views use the Microsoft Office PivotTable Component, and Excel PivotTable reports either do not support certain PivotTable list features, or they implement some features differently.', 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}	am	3 -> 1	This	This am because PivotTable views use the Microsoft Office PivotTable Component, and Excel PivotTable reports either do not support certain PivotTable list features, or they implement some features differently.	[]	[]	0	0	0	False	False	False	5.4215520607876986e-08	SV-P	eng	3	1	SV	verb	+	[-4.515188217163086, -1.6151342391967773, -6.470981597900391, -14.220592498779297, -3.90090274810791, -5.622729301452637, -4.298966407775879, -1.5099315643310547, -4.854241371154785, -2.3433218002319336, -2.945178985595703, -0.8537740707397461, -5.377415657043457, -2.0533437728881836, -2.656041145324707, -3.661754608154297, -3.8984947204589844, -1.1727619171142578, -4.257744789123535, -9.020235061645508, -4.414332389831543, -0.24892616271972656, -1.7376670837402344, -7.571604251861572, -3.2691755294799805, -0.03860759735107422, -8.647381782531738, -3.7185678482055664, -1.0268831253051758, -0.1965484619140625, -1.8100862503051758, -4.822956085205078, -3.148074150085449, -1.297551155090332, -2.0102691650390625, -0.630335807800293]	[-4.515188217163086, -10.388092041015625, -9.93957805633545, -16.091331481933594, -5.6297149658203125, -7.554169654846191, -5.607829570770264, -1.6769065856933594, -5.20977783203125, -2.4893836975097656, -3.3419933319091797, -0.9806346893310547, -5.395112991333008, -2.0693092346191406, -2.447561264038086, -3.8651275634765625, -4.5011305809021, -0.9424352645874023, -4.370391845703125, -9.005531311035156, -4.192249298095703, -0.31656455993652344, -2.1286725997924805, -7.458067893981934, -3.9396142959594727, -0.05939006805419922, -8.386524200439453, -4.069940567016602, -1.1778430938720703, -0.20156288146972656, -1.9159870147705078, -5.298083305358887, -3.0289859771728516, -1.2620220184326172, -2.2796592712402344, -0.7517623901367188]	129.83770751953125	152.48812866210938	22.650421142578125
228	The United States has shown that it holds negotiations in contempt.	holds	7			it	6	{'lemma': 'it'}	PRON	holds	7	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hold'}	VERB	1	[]	{'sent_id': 'en_lines-ud-test-doc5-4850', 'text': 'The United States has shown that it holds negotiations in contempt.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	hold	3 -> 1	The United States has shown that it	The United States has shown that it hold negotiations in contempt.	[]	[]	0	0	0	False	False	False	2.3719290265946186e-07	SV-P	eng	3	1	SV	verb	+	[-3.217226505279541, -5.913712978363037, -0.40613651275634766, -2.178415298461914, -6.64155387878418, -2.396516799926758, -0.6323566436767578, -7.635791778564453, -9.769615173339844, -2.972540855407715, -5.172651290893555, -2.2457752227783203]	[-3.217226505279541, -5.913712978363037, -0.40613651275634766, -2.178415298461914, -6.64155387878418, -2.396516799926758, -0.6323566436767578, -13.333086967468262, -9.19845199584961, -3.0589752197265625, -7.00499153137207, -2.5359888076782227]	49.182289123535156	56.51741409301758	7.335124969482422
229	If the sets S and T considered are empty or singletons, the theorem holds vacuously or trivially.	holds	14			theorem	13	{'Number': 'Sing', 'lemma': 'theorem'}	NOUN	holds	14	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hold'}	VERB	1	[]	{'newpar': None, 'newpar_block': 'p (2 s)', 'sent_id': 'GENTLE_proof_wosets-2', 's_prominence': '3', 's_type': 'decl', 'transition': 'null', 'text': 'If the sets S and T considered are empty or singletons, the theorem holds vacuously or trivially.', 'treebank': 'UD_English-GENTLE/en_gentle-ud-test.conllu'}	hold	3 -> 1	If the sets S and T considered are empty or singletons, the theorem	If the sets S and T considered are empty or singletons, the theorem hold vacuously or trivially.	[]	[]	0	0	0	False	False	False	1.1385259327654166e-05	SV-P	eng	3	1	SV	verb	+	[-5.050822734832764, -3.3756103515625, -12.522252082824707, -8.897734642028809, -1.158900260925293, -0.8797988891601562, -9.019893646240234, -2.3669071197509766, -7.095065116882324, -4.61508846282959, -7.685756206512451, -3.341536521911621, -0.2903614044189453, -1.6692609786987305, -6.550577163696289, -2.859403610229492, -13.759527206420898, -0.036540985107421875, -6.030423164367676, -3.654644012451172, -0.7626667022705078]	[-5.050822734832764, -3.3756103515625, -12.522252082824707, -8.897734642028809, -1.158900260925293, -0.8797988891601562, -9.019893646240234, -2.3669071197509766, -7.095065116882324, -4.61508846282959, -7.685756206512451, -3.341536521911621, -0.2903614044189453, -1.6692609786987305, -6.550577163696289, -10.376911163330078, -14.084663391113281, -0.05038928985595703, -6.34119987487793, -3.9644041061401367, -0.7455568313598633]	101.62276458740234	110.08269500732422	8.459930419921875
230	If you want a doctor who will lie to you and say he will operate and then change his mind, and not know what he is talking about when he recommends procedures at other hospitals and says they are what you need, when they will not work for you, go to this doctor...he is the one for you.	recommends	31			he	30	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	recommends	31	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'recommend', 'Gender': 'Masc'}	VERB	1	[]	{'sent_id': 'reviews-148971-0017', 'text': 'If you want a doctor who will lie to you and say he will operate and then change his mind, and not know what he is talking about when he recommends procedures at other hospitals and says they are what you need, when they will not work for you, go to this doctor...he is the one for you.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu'}	recommend	3 -> 1	If you want a doctor who will lie to you and say he will operate and then change his mind, and not know what he is talking about when he	If you want a doctor who will lie to you and say he will operate and then change his mind, and not know what he is talking about when he recommend procedures at other hospitals and says they are what you need, when they will not work for you, go to this doctor...he is the one for you.	[]	[]	0	0	0	False	False	False	1.124470057052263e-06	SV-P	eng	3	1	SV	verb	+	[-5.050825595855713, -0.3112154006958008, -2.6412172317504883, -2.804750442504883, -8.428756713867188, -1.0865106582641602, -1.7857189178466797, -8.821893692016602, -0.9718255996704102, -0.13146209716796875, -1.5976133346557617, -4.323098182678223, -2.8458948135375977, -3.1746082305908203, -6.300562858581543, -2.8866491317749023, -1.718379020690918, -4.9869537353515625, -0.06621551513671875, -0.0358123779296875, -1.4173822402954102, -2.677748680114746, -4.1498517990112305, -6.865190505981445, -1.2769756317138672, -0.5527811050415039, -0.3620471954345703, -1.6606330871582031, -0.003231048583984375, -2.8426809310913086, -0.6219348907470703, -6.928325653076172, -4.598494529724121, -6.758772850036621, -5.391773223876953, -1.263448715209961, -3.213014602661133, -4.442282676696777, -2.121152877807617, -0.41711997985839844, -5.540980339050293, -1.0007009506225586, -0.4705009460449219, -0.36614036560058594, -5.344683647155762, -1.4643468856811523, -3.7836475372314453, -0.9431934356689453, -2.132272720336914, -1.882394790649414, -0.09729766845703125, -0.41283416748046875, -4.109600067138672, -0.45035266876220703, -3.12213134765625, -0.9060087203979492, -5.552437782287598, -3.5298619270324707, -0.9998178482055664, -1.6206607818603516, -2.161355972290039, -3.58743953704834, -0.16363811492919922, -0.654749870300293]	[-5.050825595855713, -0.3112154006958008, -2.6412172317504883, -2.804750442504883, -8.428756713867188, -1.0865106582641602, -1.7857189178466797, -8.821893692016602, -0.9718255996704102, -0.13146209716796875, -1.5976133346557617, -4.323098182678223, -2.8458948135375977, -3.1746082305908203, -6.300562858581543, -2.8866491317749023, -1.718379020690918, -4.9869537353515625, -0.06621551513671875, -0.0358123779296875, -1.4173822402954102, -2.677748680114746, -4.1498517990112305, -6.865190505981445, -1.2769756317138672, -0.5527811050415039, -0.3620471954345703, -1.6606330871582031, -0.003231048583984375, -2.8426809310913086, -0.6219348907470703, -13.469104766845703, -4.610818862915039, -6.8577375411987305, -4.976381301879883, -1.4152841567993164, -3.170991897583008, -5.692481994628906, -2.647104263305664, -0.3880195617675781, -5.670275688171387, -1.2859268188476562, -0.5169734954833984, -0.5049304962158203, -5.090798377990723, -1.4424114227294922, -3.753843307495117, -0.8816108703613281, -2.2830724716186523, -1.9361944198608398, -0.10731124877929688, -0.4488973617553711, -3.99234676361084, -0.46556663513183594, -2.911104202270508, -0.9500370025634766, -5.3263044357299805, -3.449113368988037, -0.9907693862915039, -1.619450569152832, -2.187307357788086, -3.508808135986328, -0.17966938018798828, -0.7708206176757812]	167.83184814453125	175.90188598632812	8.070037841796875
231	Some critics consider Balzac's writing exemplary of naturalism - a more pessimistic and analytical form of realism, which seeks to explain human behavior as intrinsically linked with the environment.	seeks	20			which	19	{'PronType': 'Rel', 'lemma': 'which'}	PRON	seeks	20	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'seek'}	VERB	1	[]	"{'sent_id': 'en_partut-ud-1738', 'text': ""Some critics consider Balzac's writing exemplary of naturalism - a more pessimistic and analytical form of realism, which seeks to explain human behavior as intrinsically linked with the environment."", 'treebank': 'UD_English-ParTUT/en_partut-ud-dev.conllu'}"	seek	3 -> 1|2	Some critics consider Balzac's writing exemplary of naturalism - a more pessimistic and analytical form of realism, which	Some critics consider Balzac's writing exemplary of naturalism - a more pessimistic and analytical form of realism, which seek to explain human behavior as intrinsically linked with the environment.	[]	[]	0	0	0	False	False	False	5.692629663827083e-06	SV-P	eng	3	1	SV	verb	+	[-6.600183010101318, -7.3801798820495605, -4.88747501373291, -9.636144638061523, -1.6828498840332031, -1.6088838577270508, -0.00040435791015625, -3.9721059799194336, -9.35917854309082, -1.979766845703125, -4.658520698547363, -0.13417434692382812, -5.119610786437988, -2.1653270721435547, -5.651453971862793, -6.074435234069824, -2.2999143600463867, -6.676176071166992, -2.1637649536132812, -0.1694927215576172, -0.34029293060302734, -2.1805877685546875, -2.0610170364379883, -4.6656389236450195, -0.1465129852294922, -2.7152233123779297, -1.8411970138549805, -2.113168716430664, -3.8087682723999023, -7.679649829864502, -5.609612464904785, -1.7093734741210938, -1.1253137588500977, -3.0613832473754883, -0.7213230133056641]	[-6.600183010101318, -7.3801798820495605, -4.88747501373291, -9.636144638061523, -1.6828498840332031, -1.6088838577270508, -0.00040435791015625, -3.9721059799194336, -9.35917854309082, -1.979766845703125, -4.658520698547363, -0.13417434692382812, -5.119610786437988, -2.1653270721435547, -5.651453971862793, -6.074435234069824, -2.2999143600463867, -6.676176071166992, -2.1637649536132812, -0.1694927215576172, -0.34029293060302734, -2.1805877685546875, -2.0610170364379883, -10.790416717529297, -0.17673301696777344, -2.9041080474853516, -1.8842086791992188, -2.1391401290893555, -3.864010810852051, -7.636238098144531, -5.666556358337402, -1.705484390258789, -1.1494274139404297, -2.912684440612793, -0.7351436614990234]	121.99909973144531	128.3660888671875	6.3669891357421875
232	Was wondering if anyone knew a rough estimate of how much it costs with travel and training	costs	12			it	11	{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	costs	12	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'cost', 'Gender': 'Neut'}	VERB	1	[]	{'sent_id': 'answers-20111107214231AA68BMD_ans-0003', 'text': 'Was wondering if anyone knew a rough estimate of how much it costs with travel and training', 'treebank': 'UD_English-EWT/en_ewt-ud-test.conllu'}	cost	3 -> 1	Was wondering if anyone knew a rough estimate of how much it	Was wondering if anyone knew a rough estimate of how much it cost with travel and training	[]	[]	0	0	0	False	False	False	3.7950864425513897e-07	SV-P	eng	3	1	SV	verb	+	[-8.437057495117188, -4.315442085266113, -0.6212873458862305, -0.8363981246948242, -2.7792606353759766, -3.345897674560547, -8.59873104095459, -1.183431625366211, -0.705474853515625, -0.8520736694335938, -0.6372318267822266, -1.6767501831054688, -2.251415252685547, -7.481252193450928, -5.998047351837158, -1.6786155700683594, -6.287793159484863]	[-8.437057495117188, -4.315442085266113, -0.6212873458862305, -0.8363981246948242, -2.7792606353759766, -3.345897674560547, -8.59873104095459, -1.183431625366211, -0.705474853515625, -0.8520736694335938, -0.6372318267822266, -1.6767501831054688, -3.37359619140625, -7.518640518188477, -6.134685516357422, -1.5861568450927734, -6.803821086883545]	57.686161041259766	59.40593719482422	1.7197761535644531
233	"""Land of the kike home of the wop,"" says Compson to himself when he buys a bun from a small Italian girl."	buys	17			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	buys	17	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'buy', 'Gender': 'Masc'}	VERB	1	[]	"{'sent_id': 'en_lines-ud-train-doc3-1029', 'text': '""Land of the kike home of the wop,"" says Compson to himself when he buys a bun from a small Italian girl.', 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	buy	3 -> 1|2	"""Land of the kike home of the wop,"" says Compson to himself when he"	"""Land of the kike home of the wop,"" says Compson to himself when he buy a bun from a small Italian girl."	[]	[]	0	0	0	False	False	False	3.3734101711567912e-06	SV-P	eng	3	1	SV	verb	+	[-5.195636749267578, -9.354745864868164, -1.8557004928588867, -0.8277807235717773, -11.654258728027344, -4.805275917053223, -10.722858428955078, -0.09161567687988281, -0.12166213989257812, -5.550954818725586, -2.8052244186401367, -3.3052215576171875, -3.5114736557006836, -9.495617866516113, -6.829846382141113, -3.9261112213134766, -4.461752891540527, -4.647686958312988, -0.6620407104492188, -7.197525978088379, -1.2000160217285156, -11.38964557647705, -3.504277229309082, -1.2260026931762695, -5.468979835510254, -4.641326904296875, -5.611494064331055, -1.4257383346557617]	[-5.195636749267578, -9.354745864868164, -1.8557004928588867, -0.8277807235717773, -11.654258728027344, -4.805275917053223, -10.722858428955078, -0.09161567687988281, -0.12166213989257812, -5.550954818725586, -2.8052244186401367, -3.3052215576171875, -3.5114736557006836, -9.495617866516113, -6.829846382141113, -3.9261112213134766, -4.461752891540527, -4.647686958312988, -0.6620407104492188, -12.613320350646973, -1.3543777465820312, -10.115968704223633, -3.209197998046875, -1.1930656433105469, -5.540874481201172, -4.703996658325195, -5.785765647888184, -1.4384956359863281]	131.49046325683594	135.78053283691406	4.290069580078125
234	The other path holds great opportunity:	holds	3			path	2	{'Number': 'Sing', 'lemma': 'path'}	NOUN	holds	3	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hold'}	VERB	1	[]	{'sent_id': 'en_partut-ud-1202', 'text': 'The other path holds great opportunity:', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	hold	3 -> 1	The other path	The other path hold great opportunity:	[]	[]	0	0	0	False	False	False	1.1385259327654166e-05	SV-P	eng	3	1	SV	verb	+	[-3.2172279357910156, -5.717087745666504, -9.557677268981934, -9.262361526489258, -4.359587669372559, -4.263300895690918, -4.411870002746582]	[-3.2172279357910156, -5.717087745666504, -9.557677268981934, -14.097501754760742, -4.2978434562683105, -4.462090492248535, -4.758415222167969]	40.78911590576172	46.10784149169922	5.3187255859375
